arxiv_id,updated_date,published_date,title,summary,authors,comment,categories,pages,figures,num_of_authors,title_length,year_of_publish,month_of_publish,date_of_publish
quant-ph/0204071v2,2002-06-26T10:12:46Z,2002-04-15T16:58:30Z,"Quantum optical versus quantum Brownian motion master-equation in terms
  of covariance and equilibrium properties","  Structures of quantum Fokker-Planck equations are characterized with respect
to the properties of complete positivity, covariance under symmetry
transformations and satisfaction of equipartition, referring to recent
mathematical work on structures of unbounded generators of covariant quantum
dynamical semigroups. In particular the quantum optical master-equation and the
quantum Brownian motion master-equation are shown to be associated to
$\mathrm{U(1)}$ and $\mathrm{R}$ symmetry respectively. Considering the motion
of a Brownian particle, where the expression of the quantum Fokker-Planck
equation is not completely fixed by the aforementioned requirements, a recently
introduced microphysical kinetic model is briefly recalled, where a quantum
generalization of the linear Boltzmann equation in the small energy and
momentum transfer limit straightforwardly leads to quantum Brownian motion.
",['Bassano Vacchini'],"11 pages, latex, no figures, slight changes and a few references
  added, to appear in J. Math. Phys","['quant-ph', 'math-ph', 'math.MP']",11.0,,1,14,2002,4,15
quant-ph/0205188v1,2002-05-31T08:36:18Z,2002-05-31T08:36:18Z,Invitation to quantum dynamical semigroups,"  The theory of quantum dynamical semigroups within the mathematically rigorous
framework of completely positive dynamical maps is reviewed. First, the
axiomatic approach which deals with phenomenological constructions and general
mathematical structures is discussed. Then basic derivation schemes of the
constructive approach including singular coupling, weak coupling and low
density limits are presented in their higly simplified versions. Two-level
system coupled to a heat bath, damped harmonic oscillator, models of
decoherence, quantum Brownian particle and Bloch-Boltzmann equations are used
as illustrations of the general theory. Physical and mathematical limitations
of the quantum open system theory, the validity of Markovian approximation and
alternative approaches are discussed also.
",['Robert Alicki'],"Lecture given at the 38 Winter School of Theoretical Physics, Ladek,
  Poland, Feb. 2002",['quant-ph'],,,1,5,2002,5,31
quant-ph/0204114v1,2002-04-19T14:53:07Z,2002-04-19T14:53:07Z,"Non-Abelian linear Boltzmann equation and quantum correction to Kramers
  and Smoluchowski equation","  A quantum linear Boltzmann equation is proposed, constructed in terms of the
operator-valued dynamic structure factor of the macroscopic system the test
particle is interacting with. Due to this operator structure it is a
non-Abelian linear Boltzmann equation and when expressed through the Wigner
function it allows for a direct comparison with the classical one. Considering
a Brownian particle the corresponding Fokker-Planck equation is obtained in a
most direct way taking the limit of small energy and momentum transfer. A
typically quantum correction to the Kramers equation thus appears, describing
diffusion in position and further implying a correction to Einstein's diffusion
coefficient in the high temperature and friction limit in which Smoluchowski
equation emerges.
",['Bassano Vacchini'],"6 pages, latex, no figures","['quant-ph', 'cond-mat.stat-mech']",6.0,,1,12,2002,4,19
quant-ph/0108143v1,2001-08-31T19:22:11Z,2001-08-31T19:22:11Z,Classical and Quantum Propagation of Chaos,"  This article examines the relationship between classical and quantum
propagation of chaos. (In this context, ""chaos"" refers to the Boltzmann's
Ansatz of molecular disorder, not to chaotic dynamics.) Classical propagation
of chaos is shown to occur when quantum systems that propagate quantum
molecular chaos are suitably prepared, allowed to evolve without interference,
and then observed.
",['Alex D Gottlieb'],17 pages,['quant-ph'],17.0,,1,6,2001,8,31
quant-ph/0105149v1,2001-05-30T13:27:15Z,2001-05-30T13:27:15Z,Quantum computer inverting time arrow for macroscopic systems,"  A legend tells that once Loschmidt asked Boltzmann on what happens to his
statistical theory if one inverts the velocities of all particles, so that, due
to the reversibility of Newton's equations, they return from the equilibrium to
a nonequilibrium initial state. Boltzmann only replied ``then go and invert
them''. This problem of the relationship between the microscopic and
macroscopic descriptions of the physical world and time-reversibility has been
hotly debated from the XIXth century up to nowadays. At present, no modern
computer is able to perform Boltzmann's demand for a macroscopic number of
particles. In addition, dynamical chaos implies exponential growth of any
imprecision in the inversion that leads to practical irreversibility. Here we
show that a quantum computer composed of a few tens of qubits, and operating
even with moderate precision, can perform Boltzmann's demand for a macroscopic
number of classical particles. Thus, even in the regime of dynamical chaos, a
realistic quantum computer allows to rebuild a specific initial distribution
from a macroscopic state given by thermodynamic laws.
","['B. Georgeot', 'D. L. Shepelyansky']","revtex, 4 pages, 4 figures","['quant-ph', 'cond-mat', 'nlin.CD']",4.0,4.0,2,8,2001,5,30
quant-ph/0105089v1,2001-05-18T10:14:55Z,2001-05-18T10:14:55Z,A search for a border between classical and quantum worlds,"  The effects of environmental decoherence on a mass center position of a
macroscopic body are studied using the linear quantum Boltzmann equation. The
border between the classical world and the quantum one is discussed and the
results are illustrated by the recent experiments od Zeilinger group involving
C_60 and C_70 fullerenes.
",['Robert Alicki'],3 pages,['quant-ph'],3.0,,1,10,2001,5,18
quant-ph/0105009v1,2001-05-03T08:19:55Z,2001-05-03T08:19:55Z,Quantum Boltzmann statistics in interacting systems,"  Collective operators that describe interaction of generic quantum system with
discrete spectrum with a quantum field are investigated. These operators,
considered as operators in the entangled Fock space (space generated by action
of collective creations on the vacuum) in the stochastic limit satisfy a
particular kind of Quantum Boltzmann (or free) commutational relations. This
clarifies a general phenomenon of arising of Quantum Boltzmann relations in
interacting systems.
","['Luigi Accardi', 'Sergei Kozyrev']","9 pages, LaTeX 2.09, Talk given at QP workshop in Cottbus, March 2001",['quant-ph'],9.0,,2,6,2001,5,3
gr-qc/0002024v2,2001-01-16T18:06:19Z,2000-02-04T17:39:55Z,"Statistical mechanics of generally covariant quantum theories: A
  Boltzmann-like approach","  We study the possibility of applying statistical mechanics to generally
covariant quantum theories with a vanishing Hamiltonian. We show that (under
certain appropiate conditions) this makes sense, in spite of the absence of a
notion of energy and external time. We consider a composite system formed by a
large number of identical components, and apply Boltzmann's ideas and the
fundamental postulates of ordinary statistical physics. The thermodynamical
parameters are determined by the properties of the thermalizing interaction. We
apply these ideas to a simple example, in which the component system has one
physical degree of freedom and mimics the constraint algebra of general
relativity.
","['Merced Montesinos', 'Carlo Rovelli']","18 pages, no figures, Latex file. Revised version. Accepted for
  publication in Class. Quantum Grav","['gr-qc', 'hep-th', 'quant-ph']",18.0,,2,10,2000,2,4
quant-ph/0012129v1,2000-12-22T14:11:57Z,2000-12-22T14:11:57Z,Test Particle in a Quantum Gas,"  A master equation with a Lindblad structure is derived, which describes the
interaction of a test particle with a macroscopic system and is expressed in
terms of the operator valued dynamic structure factor of the system. In the
case of a free Fermi or Bose gas the result is evaluated in the Brownian limit,
thus obtaining a single generator master equation for the description of
quantum Brownian motion in which the correction due to quantum statistics is
explicitly calculated. The friction coefficients for Boltzmann and Bose or
Fermi statistics are compared.
",['Bassano Vacchini'],"9 pages, revtex, no figures","['quant-ph', 'cond-mat.stat-mech']",9.0,,1,6,2000,12,22
quant-ph/0011071v1,2000-11-16T08:46:15Z,2000-11-16T08:46:15Z,Quantum Chaos and the Black Body Radiation,"  We discuss a mechanical model which mimics the main features of the radiation
matter interaction in the black body problem. The pure classical dynamical
evolution, with a simple discretization of the action variables, leads to the
Stefan- Boltzmann law and to the Planck distribution without any additional
statistical assumption.
",['Giulio Casati'],"revtex, 4 pages, 5 figures",['quant-ph'],4.0,5.0,1,7,2000,11,16
cond-mat/0002417v2,2000-04-28T17:11:07Z,2000-02-26T19:23:11Z,Paraxial propagation of a quantum charge in a random magnetic field,"  The paraxial (parabolic) theory of a near forward scattering of a quantum
charged particle by a static magnetic field is presented. From the paraxial
solution to the Aharonov-Bohm scattering problem the transverse transfered
momentum (the Lorentz force) is found. Multiple magnetic scattering is
considered for two models: (i) Gaussian $\delta$ -correlated random magnetic
field; (ii) a random array of the Aharonov-Bohm magnetic flux line. The
paraxial gauge-invariant two-particle Green function averaged with respect to
the random field is found by an exact evaluation of the Feynman integral. It is
shown that in spite of the anomalous character of the forward scattering, the
transport properties can be described by the Boltzmann equation. The Landau
quantization in the field of the Aharonov-Bohm lines is discussed.
",['Andrei Shelankov'],"Figures and references added. Many typos corrected. RevTex, 25 pages,
  9 figures","['cond-mat.mes-hall', 'cond-mat.dis-nn', 'quant-ph']",25.0,,1,11,2000,2,26
